phase,pipeline,user,instance_id,groundtruth,final_prediction,final_score
phase15,vax1,PHU2,PHU2_2_9,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_10,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_11,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_12,Undetected,Chopping+Grating,0.9415192494016156
phase15,vax1,PHU2,PHU2_2_13,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_14,Undetected,Microwave,0.9999030305028368
phase15,vax1,PHU2,PHU2_2_15,Undetected,Chopping+Grating,0.9182786614413156
phase15,vax1,PHU2,PHU2_2_16,Microwave,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_17,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_18,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_19,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_20,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_21,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_22,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_23,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_24,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_25,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_26,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_27,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_28,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_2_29,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_0,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_1,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_2,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_3,Chopping+Grating,WashingDishes,0.9199410501526212
phase15,vax1,PHU2,PHU2_3_4,Chopping+Grating,WashingDishes,0.9247010423281696
phase15,vax1,PHU2,PHU2_3_5,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_7,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_8,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_10,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_11,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_12,Chopping+Grating,Chopping+Grating,0.9729596044402758
phase15,vax1,PHU2,PHU2_3_13,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_14,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_15,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_16,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_17,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_18,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_19,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_21,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_22,Chopping+Grating,Chopping+Grating,0.9114919477048676
phase15,vax1,PHU2,PHU2_3_23,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_24,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_25,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_26,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_27,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_28,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_3_29,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_0,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_1,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_2,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_3,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_4,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_5,WashingDishes,WashingDishes,0.9699614262570784
phase15,vax1,PHU2,PHU2_4_6,WashingDishes,WashingDishes,0.9926115363954028
phase15,vax1,PHU2,PHU2_4_7,WashingDishes,WashingDishes,0.9939670507712564
phase15,vax1,PHU2,PHU2_4_8,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_9,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_10,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_11,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_12,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_13,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_14,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_15,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_16,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_17,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_18,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_19,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_20,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_21,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_22,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_23,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_24,Undetected,Chopping+Grating,0.9978412800698852
phase15,vax1,PHU2,PHU2_4_25,Undetected,Chopping+Grating,0.9678831340669892
phase15,vax1,PHU2,PHU2_4_26,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_27,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_28,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_4_29,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_0,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_1,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_3,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_4,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_5,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_6,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_7,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_8,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_9,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_10,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_11,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_12,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_13,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_14,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_15,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_16,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_21,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_22,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_23,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_24,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_25,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_26,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_27,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_28,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_5_29,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_0,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_1,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_3,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_4,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_5,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_6,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_7,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_8,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_9,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_10,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_11,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_12,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_13,FridgeOpen,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_14,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_15,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_16,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_21,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_22,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_23,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_24,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_25,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_26,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_27,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_28,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_6_29,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_0,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_1,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_3,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_4,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_5,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_6,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_7,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_8,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_9,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_10,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_11,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_12,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_13,WashingDishes,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_14,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_20,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_21,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_22,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_23,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_24,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_25,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_26,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_27,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_28,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_7_29,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_0,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_1,Undetected,Chopping+Grating,0.9089295281576312
phase15,vax1,PHU2,PHU2_8_2,Undetected,Microwave,2.7813425832035548
phase15,vax1,PHU2,PHU2_8_3,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_4,Undetected,Chopping+Grating,0.9881148378673068
phase15,vax1,PHU2,PHU2_8_5,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_6,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_7,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_8,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_9,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_10,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_11,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_12,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_13,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_14,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_15,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_16,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_17,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_18,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_19,Undetected,Chopping+Grating,0.947159183132149
phase15,vax1,PHU2,PHU2_8_20,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_21,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_22,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_23,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_24,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_25,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_26,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_27,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_28,Undetected,Undetected,0.0
phase15,vax1,PHU2,PHU2_8_29,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_0,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_1,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_2,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_3,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_4,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_5,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_7,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_8,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_9,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_10,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_11,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_12,FridgeOpen,Chopping+Grating,0.9433646705050494
phase15,vax1,PHU3,PHU3_0_13,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_14,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_15,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_16,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_17,FridgeOpen,Chopping+Grating,0.9491147042470685
phase15,vax1,PHU3,PHU3_0_18,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_20,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_21,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_22,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_23,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_24,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_25,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_27,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_28,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_0_29,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_0,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_1,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_2,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_3,Chopping+Grating,Chopping+Grating,0.9242718739717748
phase15,vax1,PHU3,PHU3_1_4,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_5,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_7,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_8,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_10,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_11,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_12,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_13,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_14,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_15,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_16,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_17,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_18,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_19,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_20,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_21,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_22,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_23,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_24,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_25,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_26,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_27,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_28,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_1_29,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_0,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_1,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_2,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_3,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_4,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_5,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_7,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_8,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_10,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_11,Undetected,Chopping+Grating,0.973291805302161
phase15,vax1,PHU3,PHU3_2_12,Undetected,Microwave,2.679868208632634
phase15,vax1,PHU3,PHU3_2_13,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_14,Undetected,Chopping+Grating,0.9406986689989266
phase15,vax1,PHU3,PHU3_2_15,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_16,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_17,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_18,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_21,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_22,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_23,Undetected,Chopping+Grating,0.9328300529488236
phase15,vax1,PHU3,PHU3_2_25,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_27,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_28,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_2_29,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_0,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_1,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_2,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_3,FridgeOpen,Microwave,2.966113653713417
phase15,vax1,PHU3,PHU3_3_4,Undetected,Microwave,0.9814872731108728
phase15,vax1,PHU3,PHU3_3_5,Undetected,Microwave,3.082208263489287
phase15,vax1,PHU3,PHU3_3_6,Undetected,Microwave,2.9292241179529106
phase15,vax1,PHU3,PHU3_3_7,Undetected,Microwave,2.8814772255837706
phase15,vax1,PHU3,PHU3_3_8,Microwave,Microwave,2.7870150251695587
phase15,vax1,PHU3,PHU3_3_9,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_10,Microwave,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_11,Undetected,Chopping+Grating,0.9726634201879002
phase15,vax1,PHU3,PHU3_3_12,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_13,CookingOnStove,Chopping+Grating,0.9719079633426037
phase15,vax1,PHU3,PHU3_3_14,CookingOnStove,Chopping+Grating,0.9225042312279252
phase15,vax1,PHU3,PHU3_3_15,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_16,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_17,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_21,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_22,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_23,Undetected,Chopping+Grating,0.969631687873518
phase15,vax1,PHU3,PHU3_3_24,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_25,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_27,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_28,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_3_29,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_0,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_1,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_2,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_3,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_4,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_5,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_6,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_7,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_8,Microwave,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_9,Microwave,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_10,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_11,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_12,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_13,CookingOnStove,WashingDishes,0.9181896274902308
phase15,vax1,PHU3,PHU3_4_14,CookingOnStove,WashingDishes,0.9036559925949176
phase15,vax1,PHU3,PHU3_4_15,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_16,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_17,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_20,WashingDishes,WashingDishes,0.9914459632123768
phase15,vax1,PHU3,PHU3_4_21,WashingDishes,WashingDishes,0.987287006862778
phase15,vax1,PHU3,PHU3_4_22,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_23,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_24,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_25,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_27,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_28,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_4_29,CookingOnStove,WashingDishes,0.9565764390744246
phase15,vax1,PHU3,PHU3_5_0,CookingOnStove,WashingDishes,0.987199451339769
phase15,vax1,PHU3,PHU3_5_1,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_3,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_4,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_5,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_6,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_7,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_8,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_9,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_10,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_11,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_12,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_13,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_14,Undetected,Undetected,0.0
